@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey31 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342147/1/,607.0,0.0,1.0,47.0,0.0,5.0,23.0,465.0,203.0,1.0,619.0,16.0,0.0,0.0,3.0,407.0,3.0,62.0,7.0,0.0,0.0,0.0,0.0,0.0,371.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,216.86746988
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,267.0,11.0,2.0,296.0,187.0,8.0,20.0,126.0,113.0,6.0,118.0,37.0,1.0,3.0,5.0,36.0,4.0,26.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8410914928
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2101268/1/,598.0,1.0,2.0,291.0,580.0,5.0,25.0,487.0,123.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,169.750733138
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342147/1/,615.0,0.0,2.0,44.0,0.0,4.0,14.0,318.0,438.0,1.0,573.0,14.0,0.0,0.0,2.0,347.0,3.0,58.0,7.0,0.0,0.0,0.0,0.0,0.0,398.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,216.642857143
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,318.0,17.0,3.0,325.0,205.0,8.0,36.0,201.0,137.0,7.0,218.0,44.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,116.910179641
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/251061/1/,735.0,1.0,4.0,16.0,565.0,5.0,4.0,410.0,11.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,126.125
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342147/1/,537.0,0.0,1.0,7.0,0.0,7.0,6.0,432.0,341.0,1.0,691.0,4.0,0.0,0.0,1.0,307.0,2.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,325.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217.57717493
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,360.0,13.0,7.0,424.0,208.0,22.0,15.0,89.0,102.0,4.0,101.0,47.0,1.0,4.0,3.0,20.0,1.0,8.0,0.0,0.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2692847125
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/251061/1/,887.0,1.0,2.0,17.0,582.0,6.0,10.0,456.0,41.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,153.730569948
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,445.0,7.0,4.0,565.0,414.0,4.0,27.0,530.0,46.0,1.0,42.0,23.0,3.0,0.0,1.0,28.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.605889015
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,429.0,5.0,3.0,477.0,391.0,12.0,23.0,328.0,160.0,2.0,112.0,21.0,3.0,0.0,2.0,43.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.016759777
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/251061/1/,882.0,1.0,4.0,24.0,584.0,7.0,7.0,382.0,19.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,153.232104121
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,919.0,0.0,2.0,2.0,0.0,7.0,14.0,487.0,221.0,3.0,585.0,10.0,1.0,7.0,1.0,583.0,1.0,56.0,8.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,222.19663419
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,263.0,4.0,7.0,40.0,74.0,23.0,11.0,249.0,286.0,3.0,57.0,81.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,1.0,3.0,75.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5425531915
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/251061/1/,946.0,1.0,3.0,15.0,582.0,10.0,9.0,487.0,60.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,154.666666667
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,989.0,0.0,3.0,23.0,0.0,5.0,15.0,443.0,167.0,1.0,574.0,17.0,1.0,7.0,1.0,586.0,1.0,68.0,1.0,1.0,0.0,0.0,0.0,1.0,32.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,223.67029549
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,283.0,3.0,10.0,32.0,104.0,28.0,16.0,180.0,245.0,3.0,77.0,88.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,4.0,54.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4165366615
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2222468/1/,741.0,3.0,3.0,5.0,0.0,3.0,3.0,331.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8967001435
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,424.0,4.0,3.0,525.0,333.0,4.0,14.0,524.0,32.0,1.0,104.0,21.0,2.0,0.0,1.0,12.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.413164155
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,881.0,2.0,6.0,45.0,10.0,12.0,8.0,477.0,252.0,2.0,451.0,11.0,1.0,1.0,1.0,467.0,1.0,44.0,5.0,2.0,0.0,0.0,0.0,0.0,53.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,223.619047619
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,402.0,4.0,3.0,622.0,473.0,1.0,13.0,416.0,67.0,3.0,121.0,22.0,2.0,0.0,1.0,6.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.536885246
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,893.0,1.0,3.0,54.0,7.0,10.0,8.0,468.0,266.0,1.0,504.0,14.0,1.0,5.0,1.0,531.0,1.0,32.0,7.0,3.0,0.0,0.0,0.0,1.0,52.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,225.983606557
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,280.0,5.0,6.0,49.0,113.0,20.0,22.0,169.0,313.0,4.0,64.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2796208531
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2222468/1/,748.0,5.0,5.0,8.0,0.0,5.0,4.0,341.0,12.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0400190567
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,248.0,3.0,4.0,43.0,107.0,13.0,19.0,147.0,275.0,3.0,40.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,294.0,3.0,5.0,33.0,159.0,36.0,15.0,159.0,286.0,2.0,55.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9310344828
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,911.0,1.0,3.0,30.0,0.0,3.0,20.0,550.0,253.0,1.0,445.0,7.0,1.0,0.0,2.0,447.0,1.0,75.0,7.0,0.0,0.0,0.0,0.0,1.0,49.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,220.248803828
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2222468/1/,776.0,3.0,1.0,10.0,0.0,6.0,3.0,338.0,26.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8209764919
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2222468/1/,723.0,3.0,1.0,2.0,0.0,2.0,3.0,322.0,16.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9445234708
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,794.0,0.0,2.0,3.0,0.0,6.0,18.0,523.0,160.0,1.0,588.0,11.0,1.0,8.0,1.0,523.0,2.0,40.0,4.0,0.0,1.0,0.0,0.0,1.0,25.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,196.24024961
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,278.0,5.0,14.0,42.0,107.0,30.0,14.0,143.0,290.0,3.0,24.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,69.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.9329173167
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,246.0,4.0,8.0,28.0,83.0,14.0,13.0,144.0,242.0,6.0,44.0,59.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,3.0,62.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9183673469
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,830.0,2.0,3.0,27.0,45.0,2.0,23.0,426.0,103.0,1.0,613.0,10.0,2.0,9.0,1.0,606.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,192.925170068
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2222468/1/,793.0,3.0,3.0,10.0,0.0,3.0,3.0,346.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7533039648
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341492/1/,462.0,9.0,10.0,38.0,37.0,10.0,29.0,544.0,304.0,2.0,6.0,6.0,1.0,10.0,1.0,161.0,2.0,178.0,0.0,0.0,2.0,1.0,9.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.069970845
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342766/1/,638.0,1.0,18.0,95.0,259.0,16.0,0.0,0.0,135.0,1.0,315.0,9.0,0.0,0.0,2.0,157.0,1.0,1.0,18.0,5.0,3.0,0.0,0.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.605839416
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4234852/1/,150.0,3.0,1.0,153.0,67.0,6.0,6.0,78.0,23.0,3.0,7.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.92
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4234852/1/,256.0,2.0,1.0,223.0,118.0,16.0,22.0,148.0,81.0,2.0,49.0,18.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7318982387
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341492/1/,474.0,6.0,9.0,91.0,170.0,12.0,23.0,582.0,339.0,3.0,38.0,4.0,3.0,15.0,1.0,69.0,2.0,79.0,0.0,0.0,1.0,0.0,0.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.366441659
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342766/1/,605.0,1.0,18.0,122.0,329.0,22.0,0.0,0.0,264.0,1.0,433.0,5.0,0.0,0.0,2.0,104.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.011583012
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4234852/1/,281.0,2.0,1.0,209.0,123.0,15.0,28.0,105.0,65.0,2.0,27.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0069686411
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,769.0,2.0,4.0,79.0,495.0,11.0,19.0,245.0,161.0,1.0,101.0,30.0,0.0,0.0,1.0,17.0,1.0,9.0,18.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,165.250596659
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343882/1/,442.0,5.0,6.0,97.0,386.0,18.0,1.0,564.0,415.0,1.0,146.0,98.0,2.0,44.0,1.0,85.0,1.0,6.0,0.0,0.0,6.0,2.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.918660287
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343882/1/,50.0,0.0,0.0,0.0,0.0,4.0,4.0,43.0,49.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8938053097
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,42.0,1.0,0.0,0.0,58.0,4.0,3.0,34.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.8108108108
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3368730/1/,393.0,7.0,3.0,42.0,260.0,0.0,14.0,98.0,0.0,3.0,289.0,27.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0914194066
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,727.0,1.0,13.0,61.0,442.0,13.0,26.0,188.0,158.0,3.0,123.0,10.0,0.0,0.0,2.0,17.0,1.0,1.0,12.0,4.0,1.0,0.0,0.0,4.0,8.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,140.346153846
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343882/1/,453.0,1.0,8.0,51.0,278.0,39.0,1.0,540.0,444.0,2.0,219.0,78.0,3.0,38.0,1.0,71.0,1.0,6.0,0.0,0.0,3.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.494223363
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341492/1/,422.0,7.0,5.0,47.0,11.0,8.0,18.0,572.0,287.0,3.0,25.0,4.0,1.0,16.0,1.0,81.0,3.0,51.0,0.0,0.0,1.0,0.0,0.0,2.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.7
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343882/1/,417.0,3.0,1.0,19.0,348.0,64.0,1.0,501.0,408.0,1.0,0.0,41.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.214046823
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341492/1/,274.0,4.0,5.0,45.0,18.0,10.0,3.0,328.0,140.0,3.0,23.0,2.0,0.0,0.0,1.0,44.0,4.0,23.0,0.0,0.0,1.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.82278481
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343882/1/,262.0,2.0,0.0,0.0,296.0,31.0,2.0,374.0,260.0,1.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.603053435
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3368730/1/,347.0,7.0,2.0,33.0,290.0,0.0,10.0,62.0,0.0,3.0,308.0,31.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1251629726
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,737.0,1.0,10.0,86.0,448.0,23.0,16.0,197.0,214.0,1.0,141.0,10.0,0.0,0.0,1.0,15.0,0.0,0.0,13.0,2.0,1.0,0.0,0.0,1.0,8.0,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,145.675917637
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342766/1/,616.0,1.0,16.0,85.0,277.0,18.0,10.0,102.0,111.0,1.0,397.0,4.0,0.0,0.0,2.0,128.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,22.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,145.982142857
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,224.0,2.0,5.0,11.0,254.0,13.0,20.0,124.0,115.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.760479042
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342766/1/,146.0,1.0,8.0,88.0,106.0,6.0,0.0,0.0,24.0,1.0,248.0,4.0,0.0,0.0,1.0,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.601208459
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,787.0,2.0,8.0,117.0,418.0,32.0,38.0,97.0,206.0,1.0,113.0,14.0,0.0,0.0,1.0,16.0,1.0,0.0,33.0,0.0,1.0,0.0,0.0,2.0,9.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,147.272727273
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342766/1/,652.0,1.0,18.0,102.0,291.0,15.0,2.0,1.0,175.0,2.0,425.0,13.0,0.0,0.0,3.0,203.0,1.0,2.0,31.0,0.0,1.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,162.317880795
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3368730/1/,348.0,6.0,2.0,32.0,283.0,0.0,27.0,79.0,0.0,3.0,272.0,46.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3518631643
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342343/1/,732.0,4.0,26.0,51.0,372.0,12.0,19.0,179.0,239.0,2.0,85.0,6.0,0.0,0.0,1.0,21.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,143.154362416
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343882/1/,377.0,1.0,2.0,88.0,228.0,29.0,1.0,490.0,434.0,3.0,196.0,42.0,2.0,31.0,1.0,89.0,1.0,10.0,0.0,0.0,1.0,2.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.015075377
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/3010872/1/,262.0,1.0,1.0,86.0,666.0,3.0,5.0,579.0,47.0,1.0,89.0,9.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,1.0,14.0,1.0,25.0,2.0,0.0,4.0,0.0,0.0,0.0,144.023323615
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/250458/1/,811.0,3.0,3.0,4.0,573.0,3.0,13.0,380.0,139.0,1.0,2.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,152.325581395
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,766.0,2.0,16.0,86.0,438.0,19.0,27.0,187.0,126.0,1.0,82.0,10.0,0.0,0.0,1.0,18.0,1.0,4.0,9.0,0.0,2.0,0.0,0.0,9.0,6.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,149.949152542
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343882/1/,485.0,1.0,1.0,17.0,152.0,63.0,1.0,647.0,464.0,5.0,253.0,154.0,3.0,55.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.201017812
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/3010872/1/,214.0,1.0,1.0,81.0,481.0,3.0,15.0,282.0,103.0,1.0,57.0,6.0,0.0,0.0,0.0,0.0,1.0,32.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,99.6239717979
