@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://us.battle.net/sc2/en/profile/2553612/1/,http://eu.battle.net/sc2/en/profile/1139573/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://eu.battle.net/sc2/en/profile/2115876/1/,http://kr.battle.net/sc2/en/profile/1126978/2/,http://eu.battle.net/sc2/en/profile/1021189/1/,http://us.battle.net/sc2/en/profile/5142993/1/,http://eu.battle.net/sc2/en/profile/4149248/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://us.battle.net/sc2/en/profile/4176016/1/,http://us.battle.net/sc2/en/profile/5393959/1/,http://eu.battle.net/sc2/en/profile/315813/1/,http://us.battle.net/sc2/en/profile/5376901/1/,http://us.battle.net/sc2/en/profile/3085708/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2344252/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://us.battle.net/sc2/en/profile/4819996/1/,http://kr.battle.net/sc2/en/profile/2333312/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/326029/1/,http://us.battle.net/sc2/en/profile/3650249/1/,http://kr.battle.net/sc2/en/profile/2343479/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/2383348/1/,http://eu.battle.net/sc2/en/profile/2526293/1/,http://kr.battle.net/sc2/en/profile/2342491/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://us.battle.net/sc2/en/profile/4174681/1/,http://kr.battle.net/sc2/en/profile/2342294/1/,http://kr.battle.net/sc2/en/profile/2343979/1/,http://us.battle.net/sc2/en/profile/3949344/1/,http://eu.battle.net/sc2/en/profile/950504/1/,http://eu.battle.net/sc2/en/profile/2898004/1/,http://kr.battle.net/sc2/en/profile/2343531/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://eu.battle.net/sc2/en/profile/239335/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://kr.battle.net/sc2/en/profile/2345126/1/,http://kr.battle.net/sc2/en/profile/2342785/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/2048063/1/,http://us.battle.net/sc2/en/profile/2575821/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://us.battle.net/sc2/en/profile/2735594/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://us.battle.net/sc2/en/profile/1317068/1/,http://kr.battle.net/sc2/en/profile/2342343/1/,http://eu.battle.net/sc2/en/profile/284466/1/,http://kr.battle.net/sc2/en/profile/2344602/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://us.battle.net/sc2/en/profile/2537456/1/,http://kr.battle.net/sc2/en/profile/4324250/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://eu.battle.net/sc2/en/profile/4341883/1/,http://eu.battle.net/sc2/en/profile/3090974/1/,http://us.battle.net/sc2/en/profile/4589387/1/,http://kr.battle.net/sc2/en/profile/2343910/1/,http://kr.battle.net/sc2/en/profile/2342983/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://us.battle.net/sc2/en/profile/3819890/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://us.battle.net/sc2/en/profile/3948354/1/,http://kr.battle.net/sc2/en/profile/2340350/1/,http://us.battle.net/sc2/en/profile/3502513/1/,http://us.battle.net/sc2/en/profile/1640778/1/,http://kr.battle.net/sc2/en/profile/4529934/1/,http://kr.battle.net/sc2/en/profile/2344728/1/,http://kr.battle.net/sc2/en/profile/2240191/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://us.battle.net/sc2/en/profile/3179642/1/,http://kr.battle.net/sc2/en/profile/2341765/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://us.battle.net/sc2/en/profile/2541852/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://kr.battle.net/sc2/en/profile/2344428/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://kr.battle.net/sc2/en/profile/2342923/1/,http://kr.battle.net/sc2/en/profile/1178662/2/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343733/1/,http://kr.battle.net/sc2/en/profile/2341575/1/,http://kr.battle.net/sc2/en/profile/3488858/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2341466/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://kr.battle.net/sc2/en/profile/2344407/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2343852/1/,http://us.battle.net/sc2/en/profile/558433/1/,http://us.battle.net/sc2/en/profile/4629528/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://us.battle.net/sc2/en/profile/2133676/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2344285/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4176016/1/,368.0,2.0,1.0,130.0,23.0,13.0,1.0,229.0,56.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,77.5378538512
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4629528/1/,598.0,1.0,1.0,366.0,209.0,1.0,14.0,39.0,45.0,1.0,15.0,59.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.936758893
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/4149248/1/,297.0,6.0,23.0,129.0,268.0,24.0,1.0,469.0,200.0,6.0,93.0,42.0,2.0,5.0,1.0,0.0,2.0,4.0,2.0,2.0,24.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.208860759
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3010872/1/,272.0,1.0,3.0,175.0,523.0,1.0,3.0,315.0,2.0,1.0,111.0,8.0,0.0,0.0,1.0,21.0,0.0,0.0,1.0,2.0,18.0,1.0,4.0,0.0,0.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,122.176656151
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4629528/1/,584.0,1.0,1.0,371.0,195.0,6.0,8.0,37.0,48.0,1.0,9.0,32.0,1.0,0.0,1.0,1.0,2.0,1.0,33.0,1.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.865636147
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4176016/1/,410.0,3.0,1.0,127.0,52.0,4.0,1.0,286.0,58.0,1.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,81.2753277712
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4176016/1/,436.0,9.0,1.0,111.0,66.0,6.0,1.0,281.0,48.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,89.8425655977
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4629528/1/,547.0,1.0,1.0,368.0,148.0,8.0,10.0,94.0,119.0,1.0,8.0,23.0,0.0,0.0,1.0,0.0,1.0,0.0,65.0,1.0,1.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.530373832
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/1640778/1/,452.0,0.0,1.0,271.0,0.0,2.0,1.0,375.0,228.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.928229665
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/5393959/1/,355.0,2.0,2.0,101.0,72.0,1.0,8.0,30.0,42.0,1.0,142.0,78.0,3.0,1.0,5.0,14.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120.138248848
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/4149248/1/,301.0,7.0,18.0,80.0,223.0,16.0,1.0,462.0,222.0,7.0,77.0,26.0,2.0,4.0,1.0,0.0,2.0,4.0,2.0,2.0,29.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.396856582
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3010872/1/,193.0,1.0,3.0,143.0,464.0,1.0,8.0,269.0,25.0,1.0,86.0,6.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,1.0,31.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,112.676609105
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/5393959/1/,410.0,2.0,2.0,106.0,69.0,1.0,6.0,27.0,38.0,1.0,152.0,101.0,3.0,0.0,3.0,14.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,132.638888889
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/1640778/1/,434.0,0.0,3.0,279.0,0.0,5.0,1.0,402.0,275.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,196.651376147
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/1640778/1/,624.0,0.0,1.0,250.0,0.0,5.0,1.0,513.0,349.0,1.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,159.0
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/5393959/1/,778.0,2.0,2.0,86.0,62.0,1.0,9.0,130.0,61.0,1.0,241.0,43.0,4.0,1.0,5.0,12.0,3.0,0.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,127.885304659
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/4149248/1/,224.0,2.0,11.0,81.0,265.0,13.0,1.0,427.0,202.0,4.0,154.0,15.0,1.0,0.0,2.0,101.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.835877863
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,272.0,4.0,37.0,31.0,380.0,40.0,1.0,261.0,468.0,4.0,537.0,14.0,1.0,31.0,2.0,23.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.608365019
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/5393959/1/,798.0,5.0,4.0,131.0,84.0,6.0,11.0,117.0,104.0,1.0,273.0,37.0,4.0,0.0,6.0,12.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,13.0,0.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,142.712550607
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/1640778/1/,755.0,3.0,2.0,385.0,37.0,6.0,1.0,565.0,469.0,1.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,173.744939271
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/5393959/1/,758.0,2.0,3.0,83.0,75.0,13.0,10.0,162.0,120.0,1.0,213.0,26.0,4.0,0.0,5.0,12.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,132.972972973
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/1640778/1/,715.0,0.0,5.0,285.0,0.0,10.0,1.0,461.0,396.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,157.202505219
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/4149248/1/,329.0,6.0,11.0,42.0,248.0,28.0,1.0,447.0,227.0,6.0,32.0,49.0,2.0,0.0,1.0,1.0,2.0,5.0,10.0,2.0,20.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.795511222
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,227.0,6.0,23.0,57.0,441.0,26.0,1.0,271.0,548.0,4.0,496.0,14.0,2.0,46.0,3.0,17.0,2.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.671826625
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/1106851/2/,235.0,2.0,2.0,40.0,255.0,4.0,12.0,262.0,328.0,3.0,479.0,9.0,0.0,0.0,1.0,3.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.878315133
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/4324250/1/,644.0,1.0,2.0,20.0,332.0,1.0,5.0,124.0,32.0,1.0,48.0,11.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,115.3125
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/2383348/1/,369.0,2.0,15.0,79.0,428.0,8.0,13.0,28.0,73.0,2.0,165.0,8.0,0.0,0.0,1.0,66.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.093517535
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,285.0,3.0,35.0,120.0,431.0,27.0,1.0,269.0,379.0,4.0,530.0,14.0,2.0,35.0,2.0,68.0,2.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/4324250/1/,723.0,1.0,4.0,9.0,335.0,1.0,5.0,157.0,18.0,1.0,0.0,11.0,0.0,0.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,131.162790698
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/1106851/2/,212.0,4.0,1.0,2.0,301.0,7.0,21.0,352.0,151.0,2.0,273.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.455149502
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/4324250/1/,560.0,1.0,2.0,57.0,298.0,1.0,6.0,86.0,22.0,1.0,7.0,35.0,0.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0881953867
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/1106851/2/,208.0,6.0,1.0,19.0,250.0,7.0,9.0,285.0,256.0,2.0,413.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.274215553
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/2383348/1/,313.0,3.0,5.0,106.0,364.0,6.0,12.0,81.0,83.0,3.0,179.0,13.0,0.0,0.0,1.0,82.0,1.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.1440443213
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/4064798/1/,298.0,5.0,35.0,162.0,511.0,33.0,1.0,258.0,338.0,6.0,402.0,30.0,2.0,55.0,2.0,6.0,2.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.960088692
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/1106851/2/,204.0,3.0,4.0,30.0,252.0,8.0,15.0,300.0,236.0,2.0,381.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.284671533
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/4324250/1/,738.0,1.0,2.0,12.0,360.0,1.0,7.0,148.0,15.0,3.0,25.0,5.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,125.67961165
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/1106851/2/,198.0,2.0,1.0,9.0,220.0,4.0,10.0,234.0,217.0,1.0,295.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.185819071
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/4324250/1/,420.0,1.0,1.0,9.0,292.0,1.0,3.0,78.0,7.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,123.676470588
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,223.0,4.0,19.0,85.0,40.0,38.0,2.0,843.0,605.0,3.0,29.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,136.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.962314939
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,534.0,6.0,1.0,381.0,332.0,6.0,15.0,51.0,49.0,3.0,60.0,49.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.530364372
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/2383348/1/,347.0,3.0,6.0,108.0,450.0,7.0,14.0,93.0,97.0,5.0,205.0,16.0,0.0,0.0,1.0,56.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.814404432
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,347.0,6.0,30.0,12.0,551.0,42.0,1.0,194.0,423.0,6.0,488.0,18.0,2.0,59.0,3.0,89.0,2.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.806228374
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,198.0,4.0,15.0,46.0,76.0,39.0,2.0,887.0,651.0,4.0,10.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,165.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.857142857
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,444.0,6.0,1.0,365.0,344.0,6.0,13.0,84.0,70.0,4.0,45.0,75.0,2.0,10.0,2.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.239316239
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/3090974/1/,202.0,2.0,4.0,645.0,270.0,1.0,18.0,115.0,382.0,0.0,0.0,37.0,1.0,20.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,143.994068216
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3368730/1/,272.0,5.0,3.0,67.0,225.0,0.0,11.0,37.0,0.0,3.0,270.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.9632465544
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4819996/1/,625.0,2.0,1.0,19.0,346.0,2.0,34.0,188.0,195.0,1.0,109.0,13.0,3.0,0.0,3.0,44.0,2.0,105.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.965367965
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/3426440/1/,205.0,1.0,1.0,12.0,2.0,2.0,2.0,101.0,117.0,0.0,0.0,42.0,3.0,212.0,25.0,288.0,9.0,51.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0988372093
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4819996/1/,556.0,1.0,1.0,15.0,355.0,13.0,27.0,149.0,228.0,1.0,153.0,9.0,1.0,5.0,1.0,58.0,3.0,87.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.837748344
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/3426440/1/,198.0,1.0,1.0,16.0,9.0,4.0,2.0,89.0,210.0,1.0,2.0,67.0,3.0,260.0,14.0,305.0,11.0,93.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,120.0
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/3090974/1/,219.0,2.0,7.0,555.0,229.0,2.0,22.0,99.0,325.0,0.0,0.0,43.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,137.726285301
race:Protoss,status:Loss,http://eu.battle.net/sc2/en/profile/3368730/1/,304.0,4.0,5.0,53.0,236.0,2.0,15.0,48.0,0.0,2.0,294.0,43.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9130434783
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/3426440/1/,192.0,0.0,1.0,6.0,0.0,4.0,2.0,48.0,209.0,0.0,0.0,23.0,5.0,313.0,21.0,327.0,11.0,53.0,8.0,1.0,24.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,112.300242131
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,189.0,6.0,23.0,54.0,51.0,42.0,2.0,780.0,578.0,3.0,12.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,141.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.747889023
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/3090974/1/,222.0,3.0,5.0,527.0,303.0,4.0,21.0,148.0,310.0,1.0,49.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.365617433
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/3368730/1/,281.0,3.0,3.0,64.0,175.0,0.0,11.0,56.0,0.0,1.0,234.0,10.0,0.0,0.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4696969697
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,189.0,5.0,10.0,38.0,27.0,37.0,2.0,908.0,636.0,5.0,10.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,202.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.98849252
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/3426440/1/,238.0,1.0,1.0,1.0,42.0,4.0,1.0,32.0,179.0,0.0,0.0,9.0,2.0,301.0,21.0,347.0,9.0,73.0,12.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,109.021864212
